code,name,date,score,title,event_type,confidence,label,reason,holding_days
600519,贵州茅台,2026-04-19,2.0,贵州茅台关于2025年年度利润分配方案及2026年中期利润分配安排的公告,高分红,0.95,利多,每股派息近28元，分红率超240%,15
002460,赣锋锂业,2026-04-19,1.8,2026年第一季度业绩预告,业绩预增,0.95,利多,扭亏为盈，净利预增超5倍,15
000973,佛塑科技,2026-04-19,1.8,华泰联合证券有限责任公司关于佛山佛塑科技集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易之2025年度业绩承诺实现情况的核查意见,业绩承诺,0.95,利多,业绩承诺超额完成近一倍,15
002961,瑞达期货,2026-04-19,1.8,2026年第一季度业绩预告,业绩预增,0.9,利多,一季度净利预增超135%,10
002003,伟星股份,2026-04-19,1.8,公司2025年度利润分配预案,分红,0.95,利多,分红比例超90%，高股息回报,14
300773,拉卡拉,2026-04-19,1.8,2025年度利润分配及资本公积金转增股本方案的公告,分红,0.95,利多,净利暴增且高分红转增,15
000581,威孚高科,2026-04-19,1.8,关于2025年度利润分配方案的公告,分红,0.9,利多,净利超十亿，高分红回馈,20
002415,海康威视,2026-04-19,1.8,关于2025年度利润分配方案及2026年中期分红授权的公告,分红,0.95,利多,高分红加回购，派息率超七成,20
688313,仕佳光子,2026-04-19,1.8,关于2025年度利润分配预案的公告,分红,0.9,利多,净利暴增高分红回购,15
688368,晶丰明源,2026-04-19,1.8,上海晶丰明源半导体股份有限公司2025年度利润分配及资本公积转增股本方案公告,分红,0.95,利多,分红比例超350%且高送转,20
300433,蓝思科技,2026-04-19,1.5,关于公司实际控制人增持本公司A股股份计划的公告,增持,0.9,利多,实控人拟增持不低于1亿元,15
002655,共达电声,2026-04-19,1.5,共达电声股份有限公司关于控股股东的一致行动人增持公司股份计划的公告,增持,0.9,利多,一致行动人拟增持超1.5亿,15
002128,电投能源,2026-04-19,1.5,关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易获得深圳证券交易所并购重组审核委员会审核通过的公告,重组过会,0.9,利多,重组获交易所审核通过,20
600340,华夏幸福,2026-04-19,1.5,华夏幸福关于重大资产出售暨关联交易实施完成的公告,债务重组,0.9,利多,重大资产出售完成大幅降债,20
