code,name,date,score,title,event_type,confidence,label,reason,holding_days
600436,片仔癀,2026-05-06,1.5,漳州片仔癀药业股份有限公司关于控股股东增持计划实施完毕暨增持股份结果的公告,增持,0.9,利多,控股股东完成5亿增持,15
600222,太龙药业,2026-05-06,1.5,河南仟问律师事务所关于河南太龙药业股份有限公司终止实施第四期员工持股计划并注销相关股份的法律意见书,股份注销,0.9,利多,注销2.53%股份增厚EPS,15
002301,齐心集团,2026-05-06,1.5,关于控股股东使用金融机构股份增持专项贷款增持公司股份计划的公告,增持,0.9,利多,控股股东拟斥资超6千万增持,15
600613,神奇制药,2026-05-06,1.5,上海神奇制药投资管理股份有限公司关于2025年年度利润分配方案的更正公告,分红,0.9,利多,分红比例超300%高比例,14
002339,积成电子,2026-05-06,1.4,关于经营合同中标的提示性公告,订单,0.85,利多,中标金额占营收6.5%,12
000625,长安汽车,2026-05-06,1.3,关于以集中竞价交易方式回购公司股份的进展公告,回购,0.9,利多,双市场大额回购注销利好,15
002560,通达股份,2026-05-06,1.3,关于国家电网预中标的自愿性信息披露公告,订单,0.85,利多,预中标国网占营收4.1%,10
600273,嘉化能源,2026-05-06,1.2,关于注销部分回购股份减少注册资本暨通知债权人的公告,注销股份,0.85,利多,注销超4500万股提升EPS,14
601127,赛力斯,2026-05-06,1.2,关于股份回购进展公告,回购,0.85,利多,拟回购10至20亿并注销,15
603115,海星股份,2026-05-06,1.2,关于2025年度暨2026年第一季度业绩说明会召开情况的公告,业绩扩产,0.85,利多,业绩双增，AI需求拉动扩产,15
601567,三星电气,2026-05-06,1.2,三星电气关于经营合同预中标的提示性公告,订单,0.85,利多,预中国家电网超3.4亿,10
603882,金域医学,2026-05-06,1.0,广州金域医学检验集团股份有限公司关于新增回购专用证券账户的公告,回购,0.85,利多,获1.8亿贷款专项回购,15
600690,海尔智家,2026-05-06,1.0,海尔智家股份有限公司关于以集中竞价交易方式回购A股股份的进展公告,回购进展,0.9,利多,大额回购推进资金强,14
603938,三孚股份,2026-05-06,1.0,三孚股份：关于2025年度暨2026年第一季度业绩暨现金分红说明会召开情况的公告,业绩分红,0.8,利多,新项目投产，分红政策稳定,15
300955,嘉亨家化,2026-05-06,1.0,关于要约收购事项的进展公告,收购,0.8,利多,要约收购推进，溢价明确,20
300001,特锐德,2026-05-06,1.0,关于公司及子公司预中标国网项目的提示性公告,订单,0.8,利多,预中标国网项目近2亿,8
603569,长久物流,2026-05-06,1.0,长久物流：关于公司2026年中期利润分配预案的公告,分红,0.85,利多,中期分红彰显股东回报,12
600426,华鲁恒升,2026-05-06,0.9,华鲁恒升关于股份回购实施结果暨股份变动的公告,回购,0.85,利多,完成2亿回购注销提升收益,12
600690,海尔智家,2026-05-06,0.8,海尔智家股份有限公司2026年度A股核心员工持股计划（草案）摘要公告,员工持股,0.8,利多,推出8.7亿员工持股计划,20
