code,name,date,score,title,event_type,confidence,label,reason,holding_days
600809,山西汾酒,2026-04-23,1.8,关于2025年度利润分配预案的公告,分红,0.95,利多,净利润超百亿且高分红,15
688105,诺唯赞,2026-04-23,1.8,诺唯赞2025年年度利润分配、资本公积转增股本方案及2026年中期分红规划的公告,分红转增,0.95,利多,每10股派5元转3股高回报,15
300951,博硕科技,2026-04-23,1.8,深圳市博硕科技股份有限公司关于2025年度利润分配方案的公告,分红,0.9,利多,分红回购总额超净利润,20
603198,迎驾贡酒,2026-04-23,1.8,迎驾贡酒2025年年度利润分配方案公告,分红,0.95,利多,分红比例超60%回报丰厚,20
301458,钧崴电子,2026-04-23,1.6,关于提请股东会授权董事会制定2026年中期分红方案的公告,分红,0.9,利多,每10股派3.5元分红率超七成,14
002004,华邦健康,2026-04-23,1.6,关于2025年度利润分配预案的公告,分红,0.9,利多,累计分红超净利慷慨回馈,18
688089,嘉必优,2026-04-23,1.5,嘉必优生物技术（武汉）股份有限公司关于变更回购股份用途暨注销已回购股份并减少注册资本的公告,注销,0.9,利多,回购股份注销增厚每股收益,15
688120,华海清科,2026-04-23,1.5,2025年度利润分配及资本公积金转增股本预案的公告,分红,0.9,利多,业绩高增叠加高送转,14
600809,山西汾酒,2026-04-23,1.5,关于2025年度利润分配预案的公告,分红,0.9,利多,承诺三年分红比例超65%,20
301315,威士顿,2026-04-23,1.5,上海威士顿信息技术股份有限公司关于2025年度利润分配预案的公告,分红,0.9,利多,分红比例超90%且拟中期分红,15
603786,科博达,2026-04-23,1.5,科博达技术股份有限公司关于2025年度利润分配预案及2026年中期分红授权的公告,分红,0.9,利多,净利增长且授权中期分红,15
300003,乐普医疗,2026-04-23,1.5,2025年度利润分配方案,分红,0.9,利多,净利大增且分红比例超六成,20
600233,圆通速递,2026-04-23,1.2,圆通速递股份有限公司关于控股股东增持计划实施完毕暨增持股份结果公告,增持,0.9,利多,控股股东完成亿元增持,10
603017,中衡设计,2026-04-23,1.2,中衡设计关于2025年度利润分配方案的公告,分红,0.9,利多,分红比例超190%超预期,15
300811,铂科新材,2026-04-23,1.2,关于2025年度利润分配及资本公积金转增股本预案的公告,分红,0.85,利多,盈利增长且高送转扩股本,12
002811,郑中设计,2026-04-23,1.2,关于2025年度利润分配预案的公告,分红,0.85,利多,净利增长且分红比例高,14
601900,南方传媒,2026-04-23,1.2,南方传媒2025年度利润分配方案公告,分红,0.9,利多,盈利稳健且分红比例超四成,15
600094,大名城,2026-04-23,1.2,大名城2025年度利润分配方案公告,分红,0.85,利多,巨额回购注销超净利三倍,15
300452,山河药辅,2026-04-23,1.2,2025年度利润分配预案的公告,分红,0.9,利多,每10股派3元分红率近四成,10
300590,移为通信,2026-04-23,1.2,关于收到全资子公司现金分红款的公告,分红,0.85,利多,分红比例超七成回报丰厚,15
002773,康弘药业,2026-04-23,1.2,关于二〇二五年度利润分配预案的公告,分红,0.85,利多,分红比例超55%回报稳定,15
002811,郑中设计,2026-04-23,1.2,关于2025年计提资产减值准备的公告,减值转回,0.85,利多,减值净转回增厚利润3200万,7
600233,圆通速递,2026-04-23,1.2,圆通速递股份有限公司关于召开2025年度、2026年第一季度业绩暨现金分红说明会的公告,分红,0.85,利多,拟10派2.5元现金分红明确,10
603826,坤彩科技,2026-04-23,1.0,关于2025年度利润分配预案的公告,分红,0.85,利多,亏损仍实施高比例分红送股,10
688581,安杰思,2026-04-23,1.0,安杰思关于提请股东会授权董事会制定2026年中期分红方案的公告,分红授权,0.75,利多,授权中期分红，提升回报预期,15
301330,熵基科技,2026-04-23,1.0,关于2025年年度利润分配预案的公告,分红,0.85,利多,净利稳健且高分红回馈股东,15
600201,生物股份,2026-04-23,1.0,生物股份2025年度利润分配预案公告,分红,0.85,利多,每10股派0.37元分红率四成,10
600020,中原高速,2026-04-23,1.0,河南中原高速公路股份有限公司关于2025年度利润分配预案的公告,分红,0.85,利多,分红比例超40%持续高分红,14
600233,圆通速递,2026-04-23,1.0,圆通速递股份有限公司关于2025年度利润分配预案的公告,分红,0.75,利多,增加分红频次提升回报,10
002977,天箭科技,2026-04-23,1.0,关于2025年度计提减值准备的公告,减值转回,0.85,利多,减值净转回2972万增厚利润,5
301095,广立微,2026-04-23,0.9,关于公司2025年度利润分配方案的公告,分红,0.85,利多,净利增长分红比例超四成,12
600059,古越龙山,2026-04-23,0.8,古越龙山关于股份回购实施结果暨股份变动的公告,回购,0.85,利多,完成回购且大股东增持完毕,12
603101,汇嘉时代,2026-04-23,0.8,2025年年度利润分配方案的公告,分红,0.85,利多,已实施高比例分红及回购,10
301358,湖南裕能,2026-04-23,0.8,关于2025年度利润分配预案的公告,分红,0.85,利多,净利超12亿且实施现金分红,15
600233,圆通速递,2026-04-23,0.8,圆通速递股份有限公司关于2025年度利润分配预案的公告,分红,0.8,利多,净利高增叠加回购注销,12
