code,name,date,score,title,event_type,confidence,label,reason,holding_days
688576,西山科技,2026-04-30,1.8,重庆西山科技股份有限公司关于2025年度利润分配及资本公积金转增股本预案的公告,分红,0.95,利多,高送转且每10股派5元,15
603323,苏农银行,2026-04-30,1.5,苏农银行2025年年度利润分配及公积金转增股本方案公告,分红,0.9,利多,派息加转增股本分红优厚,12
600567,山鹰国际,2026-04-30,1.5,浙江天册律师事务所关于山鹰国际控股股份公司2026年股票期权激励计划的法律意见书,股权激励,0.85,利多,设定高增长净利考核目标,15
600567,山鹰国际,2026-04-30,1.5,浙江天册律师事务所关于山鹰国际控股股份公司2026年股票期权激励计划的法律意见书,股权激励,0.85,利多,草案明确高增长业绩目标,15
688439,振华风光,2026-04-30,1.5,贵州振华风光半导体股份有限公司2026年第一季度计提资产减值准备的公告,减值,0.9,利多,减值转回1.1亿增厚利润,10
688303,大全能源,2026-04-30,1.5,大全能源关于变更回购股份用途并注销暨减少注册资本、修订公司章程并办理工商变更登记的公告,回购注销,0.9,利多,注销股份，直接增厚每股收益,15
600567,山鹰国际,2026-04-30,1.4,浙江天册律师事务所关于山鹰国际控股股份公司2026年股票期权激励计划的法律意见书,股权激励,0.8,利多,计划明确未来高盈利目标,15
603128,华贸物流,2026-04-30,1.2,港中旅华贸国际物流股份有限公司关于2025年度利润分配预案的公告,分红,0.85,利多,分红比例超60%回报稳定,10
300352,北信源,2026-04-30,1.0,关于2025年度计提信用减值损失、资产减值损失以及核销资产的公告,减值,0.8,利多,减值大幅转回增厚利润,10
603189,网达软件,2026-04-30,0.8,关于2025年度利润分配预案的公告,分红,0.8,利多,每10股派1元现金分红,10
300782,卓胜微,2026-04-30,0.5,上海兰迪律师事务所关于江苏卓胜微电子股份有限公司2026年限制性股票激励计划（草案）的法律意见书,股权激励,0.75,利多,推出新激励绑定核心团队,10
300782,卓胜微,2026-04-30,0.5,上海兰迪律师事务所关于江苏卓胜微电子股份有限公司2026年限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,考核目标高彰显业绩信心,10
300782,卓胜微,2026-04-30,0.5,上海兰迪律师事务所关于江苏卓胜微电子股份有限公司2026年限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,推出股权激励利好长期发展,10
300782,卓胜微,2026-04-30,0.5,上海兰迪律师事务所关于江苏卓胜微电子股份有限公司2026年限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,推出股权激励利好长期发展,10
600567,山鹰国际,2026-04-30,0.5,董事会薪酬与考核委员会关于公司2026年股票期权激励计划相关事项的核查意见,股权激励,0.75,利多,推出期权激励绑定核心骨干,10
600337,美克家居,2026-04-30,0.3,美克国际家居用品股份有限公司关于调整回购股份方案的公告,回购/增持,0.6,利多,回购延期，维稳股价意图明确,5
600363,联创光电,2026-04-30,0.2,关于2025年度拟不进行利润分配的公告,分红,0.85,中性,盈利但仅以回购代分红,7
600567,山鹰国际,2026-04-30,0.2,2025年年度利润分配方案的公告,分红,0.8,中性,亏损但大额回购代分红,7
601187,厦门银行,2026-04-30,0.2,厦门银行股份有限公司2025年度利润分配方案公告,分红,0.8,中性,盈利稳定但分红比例偏低,10
603211,晋拓股份,2026-04-30,0.2,关于最近五年不存在被证券监管部门和交易所处罚或采取监管措施的公告,合规声明,0.6,中性,五年无处罚利于定增推进,15
