code,name,date,score,title,event_type,confidence,label,reason,holding_days
600305,恒顺醋业,2026-04-15,1.9,江苏恒顺醋业股份有限公司2025年年度利润分配方案的公告,分红,0.95,利多,超九成利润用于现金分红,18
605098,行动教育,2026-04-15,1.9,2025年年度利润分配预案公告,高分红,0.95,利多,净利增长，超高比例分红,15
688235,百济神州,2026-04-15,1.8,安永华明会计师事务所（特殊普通合伙）关于百济神州有限公司2025年度营业收入扣除情况专项说明,业绩/摘U,0.95,利多,首次实现盈利并摘除U标,15
603893,瑞芯微,2026-04-15,1.8,2025年度利润分配预案公告,分红,0.95,利多,净利超10亿高分红60%,15
002956,西麦食品,2026-04-15,1.8,关于2025年度利润分配及资本公积金转增股本预案的公告,分红,0.9,利多,高比例分红叠加转增股本,15
002128,电投能源,2026-04-15,1.8,内蒙古电投能源股份有限公司2025年度利润分配方案的公告,高分红,0.95,利多,净利超54亿，高比例分红,15
000729,燕京啤酒,2026-04-15,1.8,关于提请股东会授权董事会制定2026年中期分红方案的公告,分红,0.9,利多,净利大增近六成且高分红,15
300209,行云科技,2026-04-15,1.8,关于中标项目签订协议的进展公告,订单,0.9,利多,合同金额超总资产280%,15
605118,力鼎光电,2026-04-15,1.6,力鼎光电关于2025年度利润分配方案及2026年度中期分配计划的公告,分红,0.95,利多,全年分红比例近95%超预期,15
600795,国电电力,2026-04-15,1.6,国电电力关于2025年度利润分配预案及提请股东会授权董事会制定2026年中期分红方案的公告,分红,0.9,利多,高分红比例且授权中期分红,15
600973,宝胜股份,2026-04-15,1.5,2026年第一季度业绩预告的自愿性披露公告,业绩预增,0.9,利多,一季度净利同比大增近两倍,10
002170,芭田股份,2026-04-15,1.5,2026年度第一季度业绩预告,业绩预增,0.9,利多,净利预增超46%，超预期,14
002976,瑞玛精密,2026-04-15,1.5,2026年第一季度业绩预告,业绩快报,0.9,利多,扭亏为盈净利大增超预期,10
000703,恒逸石化,2026-04-15,1.5,关于2025年度利润分配预案及2026年中期分红事项的公告,高分红,0.9,利多,分红加回购超净利润三倍,15
300977,深圳瑞捷,2026-04-15,1.5,关于2025年度利润分配预案的公告,分红,0.9,利多,扭亏为盈且高分红超76%,14
002169,智光电气,2026-04-15,1.5,关于2025年度利润分配预案的公告,分红,0.9,利多,成功扭亏为盈并实施分红,14
301613,新铝时代,2026-04-15,1.3,关于2025年度利润分配预案的公告,分红,0.9,利多,净利稳健增长，分红较高,14
000620,盈新发展,2026-04-15,1.3,关于收购广东长兴半导体科技有限公司控制权的进展公告,收购,0.85,利多,控股半导体公司，转型双主业,15
002475,立讯精密,2026-04-15,1.2,2026年第一季度业绩预告,业绩,0.9,利多,一季度净利预增超两成,10
000061,农 产 品,2026-04-15,1.2,2026年第一季度业绩预增公告,业绩预增,0.8,利多,净利润预增超60%，超预期,10
002475,立讯精密,2026-04-15,1.2,关于2025年度利润分配预案的公告,分红,0.9,利多,净利润增长24%且稳定分红,14
600648,外高桥,2026-04-15,1.2,2025年度利润分配方案公告,分红,0.9,利多,高比例分红超五成,14
002615,哈尔斯,2026-04-15,1.2,关于2025年度拟不进行利润分配暨提请股东会授权董事会制定2026年中期利润分配计划的公告,分红,0.8,利多,回购超净利拟中期分红,10
600098,广州发展,2026-04-15,1.2,广州发展集团股份有限公司2025年度利润分配方案公告,分红,0.9,利多,分红超12亿，比例超50%,15
000885,城发环境,2026-04-15,1.2,关于公司2025年度利润分配预案的公告,分红,0.85,利多,净利润稳步增长且现金分红,12
