code,name,date,score,title,event_type,confidence,label,reason,holding_days
603508,思维列控,2026-04-13,1.8,思维列控：关于公司2025年度利润分配预案及2026年中期利润分配授权的公告,分红,0.95,利多,年度分红比例超179%,15
300770,新媒股份,2026-04-13,1.8,关于公司2025年度利润分配预案的公告,分红,0.95,利多,分红回购总额超净利润,15
600259,中稀有色,2026-04-13,1.8,中稀有色金属股份有限公司2026年第一季度业绩预告,业绩预增,0.95,利多,一季度净利预增超两倍,14
002297,博云新材,2026-04-13,1.8,2026年第一季度业绩预增公告,业绩预增,0.95,利多,净利润暴增超百倍,15
002439,启明星辰,2026-04-13,1.8,2026年度第一季度业绩预告,业绩预告,0.95,利多,净利润同比暴增超20倍,15
002653,海思科,2026-04-13,1.8,2026年第一季度业绩预告,业绩预增,0.95,利多,净利预增超9倍超预期,15
601801,皖新传媒,2026-04-13,1.7,皖新传媒2025年度利润分配方案公告,分红,0.95,利多,净利超八亿分红比例超七成,15
688334,西高院,2026-04-13,1.6,关于2025年度利润分配方案及2026年中期分红规划的公告,分红,0.95,利多,高分红超五成承诺中期分红,15
600738,丽尚国潮,2026-04-13,1.6,丽尚国潮关于2025年度利润分配预案及2026年中期分红授权的公告,分红,0.9,利多,净利翻倍且分红比例达45%,15
600768,宁波富邦,2026-04-13,1.6,宁波富邦关于2025年度利润分配预案的公告,分红,0.85,利多,净利暴增且分红比例超100%,12
002299,圣农发展,2026-04-13,1.6,关于公司2025年度利润分配预案的公告,业绩增长,0.95,利多,净利润翻倍，高比例现金分红,15
600366,宁波韵升,2026-04-13,1.5,宁波韵升2025年年度利润分配方案公告,分红,0.95,利多,分红比例超三倍超预期,14
300193,佳士科技,2026-04-13,1.5,关于2025年度利润分配预案的公告,分红,0.95,利多,盈利稳健分红比例超七成,15
600312,平高电气,2026-04-13,1.5,河南平高电气股份有限公司2025年度利润分配方案及2026年中期利润分配计划的公告,分红,0.9,利多,利润增长且承诺中期分红,15
