code,name,date,score,title,event_type,confidence,label,reason,holding_days
688606,奥泰生物,2026-04-20,1.8,关于2025年度利润分配方案及2026年中期分红规划的公告,高分红,0.95,利多,每10股派10元高分红,15
001308,康冠科技,2026-04-20,1.8,关于2025年度利润分配预案及2026年中期利润分配授权安排的公告,分红,0.95,利多,超高比例分红，回报股东,20
688322,奥比中光,2026-04-20,1.8,关于未弥补亏损达到实收股本总额三分之一的公告,摘帽,0.95,利多,首次盈利取消U标识,20
603400,华之杰,2026-04-20,1.7,华之杰关于公司2025年年度利润分配及公积金转增股本的公告,分红转增,0.9,利多,分红比例超九成且实施转增,14
603706,东方环宇,2026-04-20,1.6,东方环宇关于2025年度利润分配方案的公告,分红,0.9,利多,高分红比例且业绩稳健增长,15
688358,祥生医疗,2026-04-20,1.5,祥生医疗未来三年（2026-2028年）股东分红回报规划,分红,0.9,利多,分红比例超八成回馈股东,14
603402,陕西旅游,2026-04-20,1.5,陕西旅游：关于2025年度利润分配及资本公积金转增股本方案的公告,分红转增,0.9,利多,每股派2元并转增股本,15
600867,通化东宝,2026-04-20,1.5,通化东宝2025年年度利润分配方案公告,分红回购,0.9,利多,扭亏为盈且高分红回购,14
301479,弘景光电,2026-04-20,1.5,关于2025年度利润分配方案的公告,分红转增,0.9,利多,每10股派5元转增4股,15
003039,顺控发展,2026-04-20,1.3,关于2025年度利润分配预案的公告,分红,0.9,利多,净利润增长且分红金额提升,15
688352,颀中科技,2026-04-20,1.2,合肥颀中科技股份有限公司2025年度利润分配预案的公告,分红,0.85,利多,分红回购占比超80%,10
301223,中荣股份,2026-04-20,1.2,关于2025年度利润分配预案的公告,分红,0.9,利多,盈利稳健且分红比例超五成,15
603271,永杰新材,2026-04-20,1.2,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.85,利多,备考每股收益增厚超四成,18
000758,中色股份,2026-04-20,1.2,关于全资子公司收购Raura公司股权涉及矿业权投资的进展公告,资产重组,0.85,利多,矿权收购完成，增强资源保障,15
688310,迈得医疗,2026-04-20,1.2,迈得医疗工业设备股份有限公司关于股份回购实施结果暨股东权益变动的提示性公告,回购注销,0.9,利多,完成回购注销提升每股价值,10
603271,永杰新材,2026-04-20,1.1,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.8,利多,标的营收规模大盈利稳健,16
603098,森特股份,2026-04-20,1.0,森特股份关于2025年度利润分配预案的公告,分红,0.85,利多,净利增长且分红比例超五成,10
603136,天目湖,2026-04-20,1.0,江苏天目湖旅游股份有限公司2025年年度利润分配方案公告,分红,0.85,利多,现金分红比例超56%,10
603706,东方环宇,2026-04-20,1.0,东方环宇未来三年(2026-2028年)股东分红回报规划,分红规划,0.8,利多,承诺三年分红超七成,20
603271,永杰新材,2026-04-20,1.0,永杰新材董事会关于本次交易构成重大资产重组，不构成关联交易，不构成重组上市的说明,资产重组,0.8,利多,现金收购资产推进顺利,15
603271,永杰新材,2026-04-20,1.0,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.8,利多,现金收购扩产能利好业绩,15
603271,永杰新材,2026-04-20,1.0,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.8,利多,现金并购落地预期增强,15
688322,奥比中光,2026-04-20,1.0,关于未弥补亏损达到实收股本总额三分之一的公告,业绩,0.8,利多,年度扭亏为盈营收大增,15
002833,弘亚数控,2026-04-20,1.0,关于控股股东增持公司股份计划实施进展公告,股东增持,0.85,利多,控股股东持续增持显信心,15
000630,铜陵有色,2026-04-20,0.8,关于2025年度利润分配预案的公告,分红,0.8,利多,业绩稳健且分红超五成,10
603271,永杰新材,2026-04-20,0.8,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.75,利多,标的估值明确推进重组,15
603271,永杰新材,2026-04-20,0.8,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.75,利多,财务顾问认可交易合规,15
603271,永杰新材,2026-04-20,0.8,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.75,利多,法律程序合规无实质障碍,15
603271,永杰新材,2026-04-20,0.8,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.75,利多,董事会确认符合重组规定,15
603271,永杰新材,2026-04-20,0.8,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.75,利多,独立财务顾问核查无异议,15
603271,永杰新材,2026-04-20,0.7,永杰新材料股份有限公司拟收购股权涉及的奥科宁克（秦皇岛）铝业有限公司股东全部权益价值评估项目资产评估报告,重组,0.7,利多,重组草案披露尚待审批,12
300517,海波重科,2026-04-20,0.5,关于2025年年度利润分配预案的公告,分红,0.75,利多,利润微薄但仍坚持现金分红,7
000688,国城矿业,2026-04-20,0.5,2025年利润分配实施公告,分红,0.95,利多,分红方案落地实施，确定性高,5
603271,永杰新材,2026-04-20,0.5,永杰新材董事会关于本次交易构成重大资产重组，不构成关联交易，不构成重组上市的说明,资产重组,0.8,利多,现金收购不稀释股本,10
603271,永杰新材,2026-04-20,0.5,永杰新材董事会关于本次交易构成重大资产重组，不构成关联交易，不构成重组上市的说明,资产重组,0.8,利多,重组草案落地确定性增,10
603400,华之杰,2026-04-20,0.5,华之杰关于向2026年股票期权激励计划激励对象授予期权的公告,股权激励,0.8,利多,授予期权绑定核心骨干,15
603098,森特股份,2026-04-20,0.5,森特股份关于注销股票期权的公告,股权激励,0.8,利多,推出新股权激励计划草案,15
688322,奥比中光,2026-04-20,0.4,关于2025年度利润分配预案的公告,回购,0.75,利多,盈利但母公司未分配利润为负,8
603098,森特股份,2026-04-20,0.4,森特股份2026年股票期权和限制性股票激励计划（草案）摘要公告,股权激励,0.8,利多,推出股权激励，业绩向好,15
603018,华设集团,2026-04-20,0.3,关于2025年度利润分配、转增股本预案及2026年中期利润分配授权的公告,分红转增,0.75,利多,净利下滑但维持分红与转增,7
600917,重庆燃气,2026-04-20,0.3,重庆燃气2026年第一季度业绩快报公告,业绩,0.7,利多,亏损同比大幅收窄,7
688358,祥生医疗,2026-04-20,0.2,祥生医疗未来三年（2026-2028年）股东分红回报规划,分红规划,0.6,利多,制定三年分红规划稳定预期,5
300184,力源信息,2026-04-20,0.2,关于2025年度利润分配及资本公积转增股本方案的公告,分红,0.8,利多,盈利但母公司未分配利润为负,8
000630,铜陵有色,2026-04-20,0.2,独立财务顾问关于铜陵有色金属集团股份有限公司发行股份、可转换公司债券及支付现金购买资产并募集配套资金暨关联交易2025年度业绩承诺实现情况的核查意见,业绩承诺,0.75,利多,业绩承诺达标资产稳健,7
