code,name,date,score,title,event_type,confidence,label,reason,holding_days
603203,快克智能,2026-04-24,1.8,快克智能关于2025年年度利润分配及公积金转增股本方案的公告,分红,0.95,利多,超高比例分红及转增股本,15
300502,新易盛,2026-04-24,1.8,关于2025年度利润分配及资本公积转增股本预案的公告,分红,0.95,利多,净利大增且高送转分红,15
000958,电投产融,2026-04-24,1.8,关于重大资产重组过渡期间损益情况的公告,资产重组,0.95,利多,标的过渡期净利超42亿,20
300976,达瑞电子,2026-04-24,1.6,关于2025年度利润分配及资本公积金转增股本预案的公告,分红转增,0.9,利多,净利大增且高送转高分红,15
300509,新美星,2026-04-24,1.6,关于2025年度利润分配预案的公告,分红,0.9,利多,净利大增172%且分红,15
002062,宏润建设,2026-04-24,1.5,关于2025年度计提资产减值准备的公告,减值转回,0.9,利多,减值转回七千余万，增厚利润,10
603006,联明股份,2026-04-24,1.5,关于2025年度利润分配方案的公告,分红,0.9,利多,净利增长且分红比例超190%,14
688550,瑞联新材,2026-04-24,1.5,2025年度利润分配预案的公告,分红,0.9,利多,高比例分红且回购注销,15
301056,森赫股份,2026-04-24,1.5,关于2025年度利润分配预案的公告,高分红,0.9,利多,分红比例超140%超预期,14
688117,圣诺生物,2026-04-24,1.5,关于2025年度利润分配、资本公积金转增股本方案及2026年中期分红规划的公告,分红,0.9,利多,净利增长且高送转分红,14
900948,伊泰Ｂ股,2026-04-24,1.5,内蒙古伊泰煤炭股份有限公司关于2025年年度利润分配方案公告,分红,0.9,利多,分红比例超115%，高比例回馈,14
603992,松霖科技,2026-04-24,1.5,股东分红回报规划（2026-2028年度）,中期分红规划,0.85,利多,承诺中期分红比例超八成,20
301386,未来电器,2026-04-24,1.5,2025年度利润分配预案公告,分红,0.9,利多,分红比例超七成业绩稳,15
600109,国金证券,2026-04-24,1.5,国金证券股份有限公司关于变更回购股份用途并注销的公告,回购注销,0.9,利多,变更用途注销股份提升每股收益,15
600981,苏豪汇鸿,2026-04-24,1.3,2025年度利润分配预案公告,高分红,0.85,利多,分红超净利高股息回报,15
600109,国金证券,2026-04-24,1.3,国金证券股份有限公司2025年年度利润分配方案公告,分红,0.85,利多,净利增36%且分红回购,15
301262,海看股份,2026-04-24,1.2,未来三年（2026年—2028年）股东分红回报规划,高分红,0.9,利多,全年分红超2.5亿比例高,15
688151,华强科技,2026-04-24,1.2,湖北华强科技股份有限公司关于2025年度利润分配方案的公告,分红,0.85,利多,净利润翻倍且分红比例适中,12
300331,苏大维格,2026-04-24,1.2,未来三年（2026-2028年）股东分红回报规划,业绩,0.85,利多,控股子公司业绩大幅增长,10
300619,金银河,2026-04-24,1.2,2025年度利润分配及资本公积金转增股本方案的公告,分红,0.85,利多,业绩扭亏，10转3派息,14
603353,和顺石油,2026-04-24,1.2,湖南和顺石油股份有限公司未来三年（2026-2028年）股东分红回报规划,现金分红,0.85,利多,亏损仍实施现金分红回馈股东,15
300787,海能实业,2026-04-24,1.2,关于2025年度利润分配预案的公告,分红,0.85,利多,分红超六成业绩增长,14
000958,电投产融,2026-04-24,1.2,中银国际证券股份有限公司关于国家电投集团产融控股股份有限公司重大资产置换及发行股份购买资产并募集配套资金暨关联交易之2025年度业绩承诺实现情况的核查意见,业绩承诺,0.9,利多,重组资产超额完成业绩承诺,15
301357,北方长龙,2026-04-24,1.2,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.9,利多,重组草案披露，预期明确,15
301357,北方长龙,2026-04-24,1.2,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.9,利多,重组草案落地，明确方案,15
301357,北方长龙,2026-04-24,1.2,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.9,利多,重组草案落地，明确方案,15
688517,金冠电气,2026-04-24,1.1,关于2025年度利润分配方案的公告,分红,0.85,利多,净利微降但高分红超八成,12
600579,中化装备,2026-04-24,1.0,中化装备科技（青岛）股份有限公司关于以集中竞价方式回购股份替代分红的预案,回购,0.85,利多,承诺回购注销股份,10
688269,凯立新材,2026-04-24,1.0,2025年年度利润分配方案及2026年中期分红规划的公告,现金分红,0.85,利多,盈利稳定且规划中期高分红,15
001203,大中矿业,2026-04-24,1.0,关于公司2025年度利润分配预案的公告,分红回购,0.85,利多,分红回购合计占比近七成,14
301357,北方长龙,2026-04-24,1.0,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.9,利多,构成重大重组，增厚业绩,14
000930,中粮科技,2026-04-24,0.8,中粮生物科技股份有限公司利润分配预案,分红,0.8,利多,分红比例超145%超预期,10
601229,上海银行,2026-04-24,0.8,上海银行2025年度利润分配方案公告,分红,0.85,利多,净利稳健增长分红比例稳定,10
301289,国缆检测,2026-04-24,0.8,上海国缆检测股份有限公司关于2025年度利润分配预案的公告-007,分红,0.85,利多,净利润增长，分红稳健,10
301106,骏成科技,2026-04-24,0.8,江苏骏成电子科技股份有限公司关于2025年度利润分配及资本公积金转增股本预案的公告,分红转增,0.8,利多,高送转叠加现金分红,12
603041,美思德,2026-04-24,0.8,江苏美思德化学股份有限公司2026年员工持股计划（草案）,员工持股,0.75,利多,推出员工持股计划绑定核心骨干,10
603041,美思德,2026-04-24,0.8,江苏美思德化学股份有限公司2026年员工持股计划（草案）,员工持股,0.8,利多,半价员工持股设业绩考核目标,10
688001,华兴源创,2026-04-24,0.8,华兴源创：关于签订股权收购协议的公告,资产重组,0.75,利多,控股收购半导体测试企业,15
301357,北方长龙,2026-04-24,0.8,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.85,利多,重组合规推进，利好预期,10
301357,北方长龙,2026-04-24,0.8,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.85,利多,现金收购资产，符合规定,10
000930,中粮科技,2026-04-24,0.7,关于核销部分长期挂账应付款项的公告,债务核销,0.9,利多,核销应付款3900万增厚利润,5
301357,北方长龙,2026-04-24,0.7,董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,重组,0.8,利多,主体合规，重组无障碍,10
600981,苏豪汇鸿,2026-04-24,0.6,关于2025年下半年计提资产减值准备的公告,减值冲回,0.85,利多,转回减值1286万增厚净利,3
001228,永泰运,2026-04-24,0.6,关于2025年度利润分配方案的公告,分红,0.8,利多,盈利稳定且实施现金分红,10
001324,长青科技,2026-04-24,0.6,常州长青科技股份有限公司关于2025年度利润分配预案的公告,分红,0.8,利多,盈利且分红比例超四成,10
688259,创耀科技,2026-04-24,0.6,关于2025年度利润分配方案的公告,现金分红,0.8,利多,盈利稳定实施常态化分红,12
