code,name,date,score,title,event_type,confidence,label,reason,holding_days
603317,天味食品,2026-04-28,1.8,2026年第一季度主要经营数据公告,经营数据,0.9,利多,一季度营收同比大增近八成,15
603218,日月股份,2026-04-28,1.8,日月重工股份有限公司2025年度利润分配方案及2026年中期利润分配授权的公告,分红,0.95,利多,高分红比例，授权中期分红,20
000783,长江证券,2026-04-28,1.8,长江证券股份有限公司2025年度利润分配预案及2026年中期利润分配授权的公告,分红,0.95,利多,净利翻倍且高比例现金分红,15
000672,上峰水泥,2026-04-28,1.6,股东分红回报规划（2026年4月修订）,分红,0.93,利多,盈利强劲高比例分红,15
600153,建发股份,2026-04-28,1.5,建发股份关于2025年度利润分配方案的公告,分红,0.9,利多,亏损仍高分红，兑现承诺,15
688283,坤恒顺维,2026-04-28,1.5,成都坤恒顺维科技股份有限公司关于2025年年度利润分配方案公告,分红,0.9,利多,分红比例高达67%,10
688577,浙海德曼,2026-04-28,1.5,浙海德曼关于2025年度利润分配及资本公积金转增股本方案的公告,分红转增,0.9,利多,高分红叠加转增股本,15
301055,张小泉,2026-04-28,1.5,关于2025年度利润分配方案及2026年度中期分红规划的公告,分红,0.92,利多,利润翻倍且高分红,14
600690,海尔智家,2026-04-28,1.5,海尔智家股份有限公司2026年度A股核心员工持股计划（草案）,注销,0.9,利多,注销超7400万股增厚收益,20
301190,善水科技,2026-04-28,1.3,关于2025年度利润分配预案的公告,分红,0.88,利多,利润增长高分红回购,12
000598,兴蓉环境,2026-04-28,1.3,关于2025年度利润分配预案的公告,分红,0.9,利多,业绩稳健分红比例达35%,12
603110,东方材料,2026-04-28,1.2,新东方新材料股份有限公司2026年第一季度主要经营数据公告,经营数据,0.85,利多,客户提前备货致业绩大增,10
301578,辰奕智能,2026-04-28,1.2,关于公司2025年度利润分配预案的公告,分红,0.9,利多,高比例分红叠加转增,10
300718,长盛轴承,2026-04-28,1.2,关于2025年度利润分配预案的公告,分红,0.9,利多,净利增长且持续分红,15
603815,交建股份,2026-04-28,1.2,安徽省交通建设股份有限公司2026 年第一季度业绩快报公告,业绩,0.85,利多,一季度净利大增73%超预期,10
688271,联影医疗,2026-04-28,1.2,联影医疗关于回购股份事项前十名股东和前十名无限售条件股东持股情况的公告,回购,0.9,利多,拟斥资最高6亿回购股份,15
000650,仁和药业,2026-04-28,1.2,公司关于回购股份事项前十大股东及前十大无限售条件股东持股情况的公告,回购,0.85,利多,拟斥资8千万至1.5亿回购,15
603667,五洲新春,2026-04-28,1.0,五洲新春2025年度利润分配预案,分红,0.9,利多,盈利且分红比例超五成,14
600155,华创云信,2026-04-28,1.0,华创云信关于公司2025年度利润分配预案的公告,回购注销,0.85,利多,大额回购注销替代分红,12
300643,万通智控,2026-04-28,1.0,关于2025年度利润分配预案的公告,分红,0.9,利多,净利1.58亿，每10股派2.2元,10
301513,尚水智能,2026-04-28,1.0,关于2025年度利润分配预案的公告,分红,0.85,利多,业绩稳健且实施分红,14
603382,海阳科技,2026-04-28,0.8,海阳科技股份有限公司2025年度利润分配预案的公告,分红,0.9,利多,盈利且分红比例近五成,12
301418,协昌科技,2026-04-28,0.8,关于2025年度利润分配预案的公告,分红,0.8,利多,分红回购超净利三倍,10
688010,福光股份,2026-04-28,0.8,2025年关于营业收入扣除事项的专项审核意见,业绩更正,0.75,利多,利润上修亏损大幅收窄,10
603262,技源集团,2026-04-28,0.8,技源集团关于以集中竞价方式回购股份方案的公告暨回购报告书,回购,0.85,利多,拟斥资3000万至6000万回购,10
688102,斯瑞新材,2026-04-28,0.8,陕西斯瑞新材料股份有限公司2026年股票期权与限制性股票激励计划（草案）,股权激励,0.85,利多,扣非净利考核目标高，增长明确,15
603322,超讯通信,2026-04-28,0.8,超讯通信：董事会薪酬与考核委员会关于公司2026年股票期权激励计划相关事项的核查意见,股权激励,0.85,利多,业绩考核目标明确具挑战,14
603322,超讯通信,2026-04-28,0.8,超讯通信：2026年股票期权激励计划（草案),股权激励,0.85,利多,推出新激励计划绑定团队,15
603026,石大胜华,2026-04-28,0.8,石大胜华关于控股子公司收购控股孙公司少数股东股权暨关联交易的公告,资产重组,0.75,利多,全资控股核心资产，提升盈利,10
605358,立昂微,2026-04-28,0.7,立昂微2025年度利润分配公告,分红,0.85,利多,亏损但现金流充裕坚持分红,12
