code,name,date,score,title,event_type,confidence,label,reason,holding_days
600183,生益科技,2026-04-27,1.8,生益科技2025年年度利润分配方案公告,分红,0.95,利多,净利翻倍且分红比例超87%,20
301031,中熔电气,2026-04-27,1.8,关于2025年度利润分配预案及2026年中期现金分红建议方案的公告,分红,0.95,利多,净利翻倍且高送转分红丰厚,20
603156,养元饮品,2026-04-27,1.8,养元饮品关于提请股东会授权董事会制定2026年中期分红方案的公告,分红,0.95,利多,分红比例超150%回报丰厚,20
002335,科华数据,2026-04-27,1.8,关于2025年度利润分配和资本公积金转增股本预案的公告,分红,0.95,利多,净利润高增，高比例分红转增,15
301110,青木科技,2026-04-27,1.8,关于2025年度利润分配及以资本公积金转增股本预案的公告,分红,0.9,利多,净利大增叠加高送转分红,15
301035,润丰股份,2026-04-27,1.8,关于2025年度利润分配方案的公告,高分红转增,0.95,利多,净利超十亿，高分红加转增,20
002558,巨人网络,2026-04-27,1.8,关于2025年度利润分配预案的公告,分红,0.9,利多,净利大增且现金分红超六亿,20
688280,精进电动,2026-04-27,1.8,精进电动科技股份有限公司关于首次实现盈利暨取消股票简称标识U的公告,业绩,0.95,利多,首次实现盈利取消U标识,10
603079,圣达生物,2026-04-27,1.8,浙江圣达生物药业股份有限公司2026年第一季度主要经营数据公告,量价齐升,0.85,利多,产品涨价且原料成本下降,15
301629,矽电股份,2026-04-27,1.8,关于签订日常经营重大合同的公告,重大订单,0.9,利多,重大订单占营收超八成,15
603808,歌力思,2026-04-27,1.6,2025年度利润分配方案公告,分红,0.85,利多,大幅扭亏为盈且现金分红,15
603156,养元饮品,2026-04-27,1.6,养元饮品2026年第一季度经营数据公告,经营数据,0.9,利多,一季度营收同比大增39%,14
688720,艾森股份,2026-04-27,1.5,关于2025年度利润分配及资本公积转增股本方案的公告,分红/转增,0.85,利多,盈利且实施现金分红与转增,15
688593,新相微,2026-04-27,1.5,新相微关于2025年度利润分配预案及2026年中期分红规划的公告,分红,0.9,利多,分红比例超200%，超预期回报,15
688003,天准科技,2026-04-27,1.5,2025年年度利润分配方案的公告,分红,0.9,利多,分红比例超126%业绩稳健,14
600866,星湖科技,2026-04-27,1.5,2025年年度利润分配预案的公告,高分红,0.9,利多,净利润近10亿分红超六成,15
300604,长川科技,2026-04-27,1.5,杭州长川科技股份有限公司2025年度利润分配预案的公告,分红,0.9,利多,净利润同比大增190%超预期,15
300863,卡倍亿,2026-04-27,1.5,关于2025年度利润分配和资本公积金转增股本方案的公告,分红,0.85,利多,净利稳健且回购分红双高,14
688809,强一股份,2026-04-27,1.5,关于公司2025年度利润分配方案及2026年中期分红规划的公告,分红,0.9,利多,高分红且承诺中期分红,20
300957,贝泰妮,2026-04-27,1.5,关于公司2025年度利润分配预案的公告,高分红,0.9,利多,净利超五亿，分红比例过半,15
002562,兄弟科技,2026-04-27,1.5,关于2025年度利润分配预案的公告,分红,0.85,利多,业绩扭亏且分红超净利润,15
002518,科士达,2026-04-27,1.5,关于2025年度利润分配的公告,分红,0.9,利多,净利润大增五成高分红,15
002775,文科股份,2026-04-27,1.5,关于核销部分长期挂账应收款项、应付账款的公告,核销,0.85,利多,核销应付账款增厚利润,10
688712,北芯生命,2026-04-27,1.5,深圳北芯生命科技股份有限公司关于首次实现盈利暨取消股票简称标识U的公告,首次盈利摘U,0.9,利多,首次实现盈利取消U标识,10
000685,中山公用,2026-04-27,1.5,关于变更回购股份用途并注销暨减少注册资本、修订《公司章程》的公告,注销减资,0.9,利多,回购股份注销减少股本,20
601678,滨化股份,2026-04-27,1.5,滨化股份关于持股5%以上股东增持股份触及1%刻度的提示性公告,股东增持,0.95,利多,大股东持续增持，彰显发展信心,20
300957,贝泰妮,2026-04-27,1.5,关于回购公司股份方案的公告,回购/增持,0.9,利多,亿元回购叠加实控人承诺,15
605138,盛泰集团,2026-04-27,1.3,盛泰智造集团股份有限公司关于公司2025年度利润分配方案及2026年中期分红规划的公告,分红,0.85,利多,高分红且规划中期分红,15
002643,万润股份,2026-04-27,1.3,关于2025年度利润分配方案的公告,分红,0.9,利多,分红比例超六成,10
301009,可靠股份,2026-04-27,1.3,关于2025年度利润分配预案的公告,分红,0.9,利多,净利增长且分红比例近九成,15
603599,广信股份,2026-04-27,1.3,2025年度主要经营数据的公告,经营数据,0.85,利多,核心产品涨价且原料成本降,14
300709,精研科技,2026-04-27,1.2,国浩律师（上海）事务所关于江苏精研科技股份有限公司2026年股票期权与限制性股票激励计划（草案）的法律意见书,股权激励,0.85,利多,业绩考核目标高显信心,15
605300,佳禾食品,2026-04-27,1.2,佳禾食品工业股份有限公司关于2025年度利润分配方案的公告,分红,0.85,利多,分红比例超100%回馈股东,15
000685,中山公用,2026-04-27,1.2,关于2025年度利润分配预案的公告,分红,0.9,利多,净利润近19亿且高分红,10
688757,胜科纳米,2026-04-27,1.2,关于2025年年度利润分配方案的公告,分红,0.9,利多,分红比例高达73%，超预期,15
603511,爱慕股份,2026-04-27,1.2,关于公司2025年度利润分配预案的公告,高分红,0.85,利多,分红比例超98%超预期,15
300606,金太阳,2026-04-27,1.2,未来三年（2026-2028年）股东分红回报规划,分红,0.85,利多,扭亏为盈且高比例现金分红,10
301103,何氏眼科,2026-04-27,1.2,关于2025年度利润分配预案的公告,分红,0.8,利多,扭亏为盈且分红比例高,10
301238,瑞泰新材,2026-04-27,1.2,2025年度利润分配方案的公告,分红,0.85,利多,净利翻倍且分红比例近100%,15
600642,申能股份,2026-04-27,1.2,申能股份有限公司2025年度利润分配方案公告,分红,0.9,利多,高比例分红盈利稳健增长,14
301197,工大科雅,2026-04-27,1.2,关于公司2025年年度利润分配预案的公告,分红,0.85,利多,分红回购总额超净利两倍,10
002488,金固股份,2026-04-27,1.2,浙江金固股份有限公司2025年度利润分配方案的公告,分红,0.85,利多,净利增长且分红回购超净利,15
002810,山东赫达,2026-04-27,1.2,关于2025年度利润分配预案的公告,分红,0.9,利多,分红加回购超净利润高回报,15
301066,万事利,2026-04-27,1.2,关于2025年度利润分配预案的公告,分红,0.85,利多,分红比例近70%回报丰厚,15
300670,大烨智能,2026-04-27,1.2,关于2025年度计提资产减值准备的公告,减值转回,0.9,利多,减值转回近8900万利好,10
301121,紫建电子,2026-04-27,1.2,关于宁波启象信息科技有限公司2025年度业绩承诺实现情况的公告,业绩承诺,0.9,利多,并购标的业绩承诺超额完成,10
603176,汇通集团,2026-04-27,1.2,汇通集团2025年年度经营数据的公告,订单增长,0.8,利多,建造合同订单大增82%,10
002959,小熊电器,2026-04-27,1.2,关于变更回购股份用途的公告,股份回购,0.85,利多,拟斥资1.5亿回购股份,15
601231,环旭电子,2026-04-27,1.2,关于股份回购实施结果暨股份变动的公告,回购完成,0.9,利多,耗资1.56亿完成回购，提振信心,15
002115,三维通信,2026-04-27,1.2,关于变更回购股份用途并注销的公告,回购注销,0.9,利多,回购股份转注销增厚EPS,14
603648,畅联股份,2026-04-27,1.1,上海畅联国际物流股份有限公司关于2025年年度利润分配预案的公告,分红,0.85,利多,分红比例超94%现金流充裕,14
688548,广钢气体,2026-04-27,1.0,关于2025年度利润分配预案的公告,分红,0.85,利多,分红比例近45%，回报力度大,14
002057,中钢天源,2026-04-27,1.0,关于提请股东会授权董事会制定2026年度中期分红方案的公告,分红,0.9,利多,年度分红比例超50%,10
002017,东信和平,2026-04-27,1.0,2025年度利润分配预案的公告,分红,0.85,利多,分红比例超五成,10
688662,富信科技,2026-04-27,1.0,广东富信科技股份有限公司关于2025年年度利润分配及资本公积转增股本预案的公告,分红转增,0.8,利多,高比例分红叠加转增股本,12
688265,南模生物,2026-04-27,1.0,2025年度利润分配方案的公告,分红,0.85,利多,扭亏为盈，恢复现金分红,15
300724,捷佳伟创,2026-04-27,1.0,2025年度利润分配方案的公告,分红,0.8,利多,净利超26亿且每股分红高,12
301379,天山电子,2026-04-27,1.0,关于2025年度利润分配预案的公告,分红,0.8,利多,盈利良好且实施高送转,12
300662,科锐国际,2026-04-27,1.0,关于2025年年度利润分配预案的公告,分红,0.85,利多,净利润增长超五成业绩向好,14
600490,鹏欣资源,2026-04-27,1.0,关于鹏欣环球资源股份有限公司2025年度计提资产减值准备的专项审核报告,减值,0.85,利多,存货跌价转回增利,10
600490,鹏欣资源,2026-04-27,1.0,关于鹏欣环球资源股份有限公司2025年度计提资产减值准备的专项审核报告,减值,0.9,利多,存货跌价转回增利,10
300642,透景生命,2026-04-27,1.0,关于收购控股子公司部分股权暨关联交易的公告,重组,0.85,利多,增持盈利子公司股权,15
300957,贝泰妮,2026-04-27,1.0,关于实际控制人自愿承诺不减持公司股份的公告,承诺不减持,0.9,利多,实控人承诺一年不减持,20
301072,中捷精工,2026-04-27,0.9,关于2025年度计提减值准备的公告,减值转回,0.9,利多,减值转回2309万增厚利润,7
688795,摩尔线程,2026-04-27,0.8,摩尔线程2026年限制性股票激励计划（草案）,股权激励,0.85,利多,覆盖超八成员工，深度绑定利益,10
688795,摩尔线程,2026-04-27,0.8,摩尔线程2026年限制性股票激励计划（草案）,股权激励,0.85,利多,覆盖超八成员工，深度绑定利益,10
300709,精研科技,2026-04-27,0.8,国浩律师（上海）事务所关于江苏精研科技股份有限公司2026年股票期权与限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,激励计划覆盖核心骨干,12
300709,精研科技,2026-04-27,0.8,国浩律师（上海）事务所关于江苏精研科技股份有限公司2026年股票期权与限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,摘要明确授予规模价格,12
600487,亨通光电,2026-04-27,0.8,亨通光电2025年度利润分配方案公告,分红,0.85,利多,净利润26.8亿，分红规模较大,12
002051,中工国际,2026-04-27,0.8,关于2026年度利润分配预案和提请股东会授权董事会制定2026年中期分红方案的公告,分红,0.85,利多,分红比例超50%，回报稳定,10
688456,有研粉材,2026-04-27,0.8,2026-2028年分红回报规划,分红,0.85,利多,分红比例超三成,10
688118,普元信息,2026-04-27,0.8,普元信息技术股份有限公司2025年度利润分配方案公告,分红,0.75,利多,分红比例超390%回馈股东,10
603079,圣达生物,2026-04-27,0.8,浙江圣达生物药业股份有限公司关于公司2025年度利润分配方案的公告,分红,0.85,利多,扭亏为盈净利增实施分红,12
301048,金鹰重工,2026-04-27,0.8,未来三年（2026-2028）股东分红回报规划,分红,0.85,利多,盈利稳定，分红比例达三成,12
300453,三鑫医疗,2026-04-27,0.8,关于2025年度利润分配预案的公告,分红,0.8,利多,盈利稳健分红比例近六成,10
001259,利仁科技,2026-04-27,0.8,2025年度利润分配预案的公告,分红,0.8,利多,分红比例超九成积极回报,10
002769,普路通,2026-04-27,0.8,关于2025年度计提及转回资产减值准备的公告,减值转回,0.85,利多,减值转回1962万增厚利润,7
601231,环旭电子,2026-04-27,0.8,关于股份回购实施结果暨股份变动的公告,注销减资,0.85,利多,注销部分回购股份，增厚每股收益,10
000652,泰达股份,2026-04-27,0.8,上海市锦天城律师事务所关于天津泰达资源循环集团股份有限公司重大资产出售暨关联交易之补充法律意见书（一）,重组,0.8,利多,出售资产减少关联担保,10
300625,三雄极光,2026-04-27,0.7,关于提请股东会授权董事会制定并实施2026年中期分红方案的公告,分红,0.8,利多,亏损仍高分红，每股派2.5元,12
600459,贵研铂业,2026-04-27,0.6,云南省贵金属新材料控股集团股份有限公司关于2025年度利润分配方案的公告,分红,0.8,利多,净利稳步增长，分红稳健,12
600592,龙溪股份,2026-04-27,0.6,福建龙溪轴承（集团）股份有限公司关于2025年度利润分配预案的公告（2026-009）,分红,0.8,利多,净利润增长，分红稳定,12
300942,易瑞生物,2026-04-27,0.6,关于2025年度利润分配预案的公告,分红,0.8,利多,盈利且分红比例超七成,10
002492,恒基达鑫,2026-04-27,0.6,关于2026年第一季度转回信用减值准备的公告,减值转回,0.8,利多,转回减值1253万增厚利润,5
688699,明微电子,2026-04-27,0.5,2026年限制性股票激励计划（草案）,股权激励,0.8,利多,设定营收增长考核目标,14
301025,读客文化,2026-04-27,0.5,北京市竞天公诚律师事务所关于读客文化股份有限公司2026年限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,推出股权激励绑定核心团队,10
301025,读客文化,2026-04-27,0.5,北京市竞天公诚律师事务所关于读客文化股份有限公司2026年限制性股票激励计划（草案）的法律意见书,股权激励,0.8,利多,推出股权激励绑定核心团队,10
600183,生益科技,2026-04-27,0.5,生益科技关于2024年度限制性股票激励计划第二个解除限售期解除限售条件成就的公告,股权激励解禁,0.85,利多,业绩达标解锁彰显向好,10
688757,胜科纳米,2026-04-27,0.5,2026年限制性股票激励计划实施考核管理办法,股权激励,0.7,利多,设定明确业绩考核目标,10
688757,胜科纳米,2026-04-27,0.5,2026年限制性股票激励计划实施考核管理办法,股权激励,0.75,利多,股权激励绑定核心人才,10
688757,胜科纳米,2026-04-27,0.5,2026年限制性股票激励计划实施考核管理办法,股权激励,0.75,利多,股权激励绑定核心人才,10
603511,爱慕股份,2026-04-27,0.5,爱慕股份有限公司2026年股票期权与限制性股票激励计划激励对象名单,股权激励,0.8,利多,设定明确业绩增长考核目标,10
688450,光格科技,2026-04-27,0.5,光格科技2025年限制性股票激励计划预留授予激励对象名单（授予日）,股权激励,0.7,利多,预留授予核心骨干，绑定利益,7
688265,南模生物,2026-04-27,0.5,上海市锦天城律师事务所关于上海南方模式生物科技股份有限公司限制性股票激励计划归属及作废相关事项之法律意见书,股权激励,0.75,利多,业绩达标，首批限制性股票归属,5
002335,科华数据,2026-04-27,0.5,2026年限制性股票激励计划实施考核管理办法,股权激励,0.75,利多,设定考核目标绑定利益,10
002335,科华数据,2026-04-27,0.5,2026年限制性股票激励计划实施考核管理办法,股权激励,0.8,利多,推出股权激励绑定团队,10
002335,科华数据,2026-04-27,0.5,2026年限制性股票激励计划实施考核管理办法,股权激励,0.8,利多,草案摘要明确授予细节,10
600490,鹏欣资源,2026-04-27,0.5,2025年度利润分配方案公告,分红,0.8,利多,盈利且实施现金分红,10
605577,龙版传媒,2026-04-27,0.5,关于2025年度利润分配预案的公告,分红,0.8,利多,现金分红比例超30%，稳健回报,10
688757,胜科纳米,2026-04-27,0.5,未来三年（2026年-2028年）股东分红回报规划,分红,0.75,利多,明确未来三年分红回报规划,10
600703,三安光电,2026-04-27,0.5,三安光电股份有限公司关于2025年度拟不进行利润分配的公告,分红,0.85,利多,巨额回购15亿，对冲亏损利空,14
300642,透景生命,2026-04-27,0.5,关于提请股东会授权董事会制定并执行2026年中期利润分配方案的公告,分红,0.75,利多,利润下滑但分红回购力度大,7
